Income_source,Savings_habits,Borrowing_status,Financial_education,Age,Gender,Marital_status,Educational_level,Geographic_location,NIDA_number,Smartphone_ownership,has_bank_account
piece workcasual labor,no,no,False,55,female,widowed,primary completed,other urban,no,no,one account
dependents,yes,no,False,25,female,marriedliving together,no formal education,other urban,no,yes,one account
dependents,no,no,False,18,male,singlenever married,secondary competedo level,other urban,no,yes,one account
piece workcasual labor,no,yes,False,26,male,singlenever married,secondary competedo level,other urban,no,no,one account
dependents,no,no,False,16,male,marriedliving together,no formal education,other urban,no,no,one account
dependents,no,no,False,78,female,widowed,no formal education,other urban,yes,no,one account
dependents,no,no,False,17,female,singlenever married,some secondary,other urban,no,no,one account
piece workcasual labor,yes,yes,False,22,female,marriedliving together,some secondary,other urban,yes,no,one account
traders  nonagricultural,no,no,False,30,male,marriedliving together,primary completed,other urban,no,no,one account
dependents,no,no,False,24,female,singlenever married,primary completed,other urban,no,no,one account
dependents,yes,no,False,61,female,widowed,no formal education,other urban,no,no,one account
dependents,yes,no,True,16,female,singlenever married,some secondary,other urban,no,no,one account
piece workcasual labor,yes,no,False,72,male,divorcedseparated,no formal education,other urban,no,no,one account
dependents,no,no,False,17,male,singlenever married,some secondary,other urban,no,no,one account
dependents,no,no,False,16,male,singlenever married,some secondary,other urban,no,no,one account
traders  nonagricultural,no,no,False,35,female,widowed,primary completed,other urban,no,no,one account
traders  nonagricultural,yes,no,False,30,male,marriedliving together,some primary,other urban,yes,yes,one account
dependents,yes,no,False,30,female,marriedliving together,some primary,other urban,no,no,one account
traders  agricultural products,yes,yes,False,25,female,divorcedseparated,primary completed,other urban,no,yes,one account
piece workcasual labor,yes,no,False,38,female,marriedliving together,primary completed,other urban,no,no,one account
dependents,no,no,False,18,male,singlenever married,some secondary,other urban,no,no,one account
dependents,no,no,False,17,female,marriedliving together,primary completed,other urban,no,no,one account
dependents,yes,no,True,26,female,marriedliving together,secondary competedo level,other urban,yes,no,one account
dependents,no,no,False,16,male,singlenever married,some secondary,other urban,no,no,one account
dependents,no,yes,False,16,female,singlenever married,some secondary,other urban,no,no,one account
traders  nonagricultural,no,no,False,31,female,marriedliving together,some primary,other urban,yes,no,one account
dependents,no,no,False,17,male,singlenever married,secondary competedo level,other urban,no,no,one account
piece workcasual labor,yes,no,False,56,female,singlenever married,primary completed,other urban,yes,no,one account
dependents,yes,no,False,24,female,marriedliving together,some primary,other urban,no,yes,one account
dependents,no,no,False,17,male,singlenever married,some primary,other urban,no,no,one account
dependents,yes,no,False,17,female,singlenever married,secondary competedo level,other urban,no,no,one account
dependents,yes,no,False,20,male,singlenever married,secondary competedo level,other urban,no,no,one account
traders  agricultural products,yes,yes,True,27,female,marriedliving together,primary completed,other urban,no,no,one account
piece workcasual labor,yes,yes,True,39,male,marriedliving together,primary completed,other urban,yes,no,one account
dependents,yes,no,False,26,female,marriedliving together,primary completed,other urban,no,no,one account
piece workcasual labor,no,no,False,75,male,marriedliving together,no formal education,other urban,yes,no,one account
farmers and fishers,yes,no,False,41,female,marriedliving together,primary completed,other urban,yes,yes,one account
piece workcasual labor,no,no,False,31,female,marriedliving together,primary completed,other urban,no,no,one account
dependents,yes,no,False,16,male,singlenever married,primary completed,other urban,no,no,one account
farmers and fishers,no,no,False,48,female,marriedliving together,no formal education,other urban,no,no,one account
dependents,no,no,False,17,male,singlenever married,secondary competedo level,other urban,no,no,one account
piece workcasual labor,yes,no,False,46,male,marriedliving together,primary completed,other urban,no,no,one account
informal sector salaried,no,yes,False,36,female,singlenever married,primary completed,other urban,yes,no,one account
dependents,no,no,False,64,female,widowed,some primary,other urban,no,no,one account
piece workcasual labor,no,no,False,30,male,marriedliving together,primary completed,other urban,yes,no,one account
dependents,no,yes,False,19,male,singlenever married,secondary competedo level,other urban,no,no,one account
farmers and fishers,yes,yes,False,23,male,singlenever married,some university or other higher education,other urban,yes,yes,two or three accounts
traders  nonagricultural,yes,no,False,54,male,widowed,some primary,other urban,no,no,one account
dependents,no,no,False,18,male,singlenever married,primary completed,other urban,no,no,one account
dependents,no,no,False,21,female,singlenever married,primary completed,other urban,no,no,one account
service providers,yes,no,True,28,male,marriedliving together,secondary competedo level,other urban,yes,yes,one account
traders  nonagricultural,no,no,False,53,female,divorcedseparated,primary completed,other urban,yes,no,one account
dependents,no,no,False,18,male,singlenever married,secondary competedo level,other urban,no,no,one account
dependents,no,no,False,20,female,marriedliving together,some primary,other urban,no,no,one account
rental income,no,no,False,82,male,widowed,no formal education,other urban,no,no,one account
piece workcasual labor,no,no,False,20,male,singlenever married,some primary,other urban,no,no,one account
traders  nonagricultural,no,no,False,31,male,singlenever married,some primary,other urban,yes,no,one account
piece workcasual labor,yes,no,False,35,male,divorcedseparated,some primary,other urban,yes,no,one account
piece workcasual labor,yes,yes,False,22,female,marriedliving together,secondary competedo level,other urban,no,no,one account
traders  agricultural products,no,yes,False,28,female,marriedliving together,primary completed,other urban,yes,no,one account
service providers,yes,no,False,28,male,marriedliving together,primary completed,other urban,no,no,one account
dependents,no,no,False,37,female,marriedliving together,primary completed,other urban,no,no,one account
dependents,yes,no,False,26,female,marriedliving together,secondary competedo level,other urban,no,no,one account
dependents,no,no,False,19,female,singlenever married,primary completed,other urban,yes,no,one account
dependents,no,no,False,60,female,singlenever married,no formal education,other urban,yes,no,one account
informal sector salaried,no,no,False,38,male,marriedliving together,no formal education,other urban,no,no,one account
dependents,yes,no,False,16,female,singlenever married,some secondary,other urban,no,no,one account
dependents,no,yes,False,21,female,marriedliving together,no formal education,other urban,no,no,one account
other,yes,no,False,62,male,marriedliving together,no formal education,other urban,no,no,one account
farmers and fishers,yes,no,False,45,female,marriedliving together,secondary competedo level,other urban,no,no,one account
piece workcasual labor,no,no,False,33,male,singlenever married,some secondary,other urban,yes,no,one account
piece workcasual labor,yes,yes,False,19,male,singlenever married,secondary competedo level,other urban,yes,no,one account
dependents,no,no,False,17,female,singlenever married,some secondary,other urban,no,no,one account
dependents,no,no,False,28,female,singlenever married,some secondary,other urban,no,yes,one account
dependents,no,no,False,17,female,singlenever married,secondary competedo level,other urban,no,no,one account
piece workcasual labor,no,no,False,44,male,marriedliving together,primary completed,other urban,no,no,one account
piece workcasual labor,yes,yes,False,29,male,marriedliving together,primary completed,other urban,yes,no,one account
piece workcasual labor,no,no,True,36,female,marriedliving together,primary completed,other urban,no,no,one account
dependents,no,no,True,70,female,marriedliving together,primary completed,other urban,no,no,one account
dependents,no,no,False,70,female,widowed,no formal education,other urban,no,no,one account
rental income,no,no,True,40,male,marriedliving together,no formal education,other urban,no,no,one account
farmers and fishers,no,no,False,62,male,marriedliving together,no formal education,other urban,no,no,one account
informal sector salaried,no,no,False,19,female,singlenever married,secondary competedo level,other urban,no,no,one account
dependents,yes,no,False,76,female,marriedliving together,some primary,other urban,no,no,one account
dependents,no,no,False,17,female,singlenever married,some secondary,other urban,no,no,one account
dependents,no,no,False,25,male,singlenever married,some secondary,other urban,no,no,one account
piece workcasual labor,yes,no,False,24,female,singlenever married,secondary competedo level,other urban,yes,no,one account
dependents,no,no,False,24,female,marriedliving together,primary completed,other urban,no,no,one account
piece workcasual labor,yes,yes,False,42,male,marriedliving together,some primary,other urban,no,no,one account
dependents,no,no,False,18,female,singlenever married,some secondary,other urban,no,no,one account
dependents,no,no,False,17,female,singlenever married,some secondary,other urban,no,no,one account
piece workcasual labor,yes,no,False,46,female,divorcedseparated,primary completed,other urban,no,no,one account
